tconst,nconst,primaryTitle,primaryName,primaryProfession
tt42784784,nm8706223,Chiller,Gerry Anderson,director
tt11978836,nm8706223,Rain of Terror,Gerry Anderson,director
tt80531599,nm8706223,Rat Trap,Gerry Anderson,director
tt70730703,nm8706223,Swarm,Gerry Anderson,director
tt78511764,nm8706223,Virus,Gerry Anderson,director
tt20572510,nm8706223,Best of Enemies,Gerry Anderson,director
tt24932170,nm8706223,Contact,Gerry Anderson,director
tt25658374,nm8706223,Dominion,Gerry Anderson,director
tt23027322,nm8706223,Enigma,Gerry Anderson,director
tt93601750,nm8706223,Fallen Angels,Gerry Anderson,director
tt88084337,nm8706223,Grey Skulls,Gerry Anderson,director
tt67120250,nm8706223,Proteus,Gerry Anderson,director
tt58724902,nm8706223,Shapeshifter,Gerry Anderson,director
tt11788281,nm8706223,Storm at the End of the World,Gerry Anderson,director
tt14280233,nm8706223,Syrtis Major,Gerry Anderson,director
tt94913499,nm8706223,Day of Disaster,Gerry Anderson,director
tt64087783,nm8706223,Trapped in the Sky,Gerry Anderson,director
tt66801010,nm8706223,Winged Assassin,Gerry Anderson,director
tt78319992,nm8706223,Lord Parkers Oliday,Gerry Anderson,director
tt67616969,nm8706223,Pit of Peril,Gerry Anderson,director
tt24752825,nm8706223,The Perils of Penelope,Gerry Anderson,director
tt38253757,nm8706223,Renegade Rocket,Gerry Anderson,director
tt45781421,nm8706223,White as Snow,Gerry Anderson,director
tt24197896,nm8706223,Duel,Gerry Anderson,director
tt46825492,nm8706223,Touch of the Reaper,Gerry Anderson,director
tt63242694,nm8706223,Avalanche,Gerry Anderson,director
tt51832286,nm8706223,Shadow of Fear,Gerry Anderson,director
tt49716482,nm8706223,Arctic Adventure,Gerry Anderson,director
tt12539157,nm8706223,Attack of the Tiger,Gerry Anderson,director
tt42155157,nm8706223,Big Fish,Gerry Anderson,director
tt28725558,nm8706223,Breakout,Gerry Anderson,director
tt12990216,nm8706223,Business Holiday,Gerry Anderson,director
tt24372970,nm8706223,Child of the Sun God,Gerry Anderson,director
tt95008575,nm8706223,Colonel McClaine,Gerry Anderson,director
tt71546086,nm8706223,Double Agent,Gerry Anderson,director
tt11583679,nm8706223,HiJacked,Gerry Anderson,director
tt39603845,nm8706223,International Concerto,Gerry Anderson,director
tt36581706,nm8706223,King for a Day,Gerry Anderson,director
tt15936421,nm8706223,LoneHanded 90,Gerry Anderson,director
tt68248572,nm8706223,Mission X41,Gerry Anderson,director
tt28286225,nm8706223,Most Special Astronaut,Gerry Anderson,director
tt19590991,nm8706223,Operation McClaine,Gerry Anderson,director
tt24609086,nm8706223,Project 90,Gerry Anderson,director
tt65794869,nm8706223,Relative Danger,Gerry Anderson,director
tt14481406,nm8706223,See You Down There,Gerry Anderson,director
tt67025342,nm8706223,Splashdown,Gerry Anderson,director
tt38250977,nm8706223,Talkdown,Gerry Anderson,director
tt84656345,nm8706223,Test Flight,Gerry Anderson,director
tt76316902,nm8706223,The Birthday,Gerry Anderson,director
tt88157961,nm8706223,The Fortress,Gerry Anderson,director
tt21453523,nm8706223,The Most Special Agent,Gerry Anderson,director
tt92542707,nm8706223,The Professional,Gerry Anderson,director
tt83875621,nm8706223,The Race,Gerry Anderson,director
tt59445086,nm8706223,The Unorthodox Shepherd,Gerry Anderson,director
tt12066458,nm8706223,Threes a Crowd,Gerry Anderson,director
tt11155730,nm8706223,Trial at Sea,Gerry Anderson,director
tt53711399,nm8706223,Viva Cordova,Gerry Anderson,director
tt54512490,nm8706223,Atlantic Inferno,Gerry Anderson,director
tt46565859,nm8706223,Edge of Impact,Gerry Anderson,director
tt50483239,nm8706223,Terror in New York City,Gerry Anderson,director
tt44364627,nm8706223,Mercury Falling,Gerry Anderson,director
tt62140760,nm8706223,Big Ben Strikes Again,Gerry Anderson,director
tt38948466,nm8706223,Manhunt,Gerry Anderson,director
tt13871803,nm8706223,The Trap,Gerry Anderson,director
tt18881459,nm8706223,Flying Zodiac,Gerry Anderson,director
tt28079122,nm8706223,Hypnotic Sphere,Gerry Anderson,director
tt33896350,nm8706223,Planet of Platonia,Gerry Anderson,director
tt86007376,nm8706223,Plant Man from Space,Gerry Anderson,director
tt79484126,nm8706223,Space Immigrants,Gerry Anderson,director
tt90279888,nm8706223,Space Magnet,Gerry Anderson,director
tt66156181,nm8706223,Space Monster,Gerry Anderson,director
tt66583205,nm8706223,Space Pirates,Gerry Anderson,director
tt57682634,nm8706223,Spy in Space,Gerry Anderson,director
tt98532761,nm8706223,The Doomed Planet,Gerry Anderson,director
tt10615482,nm8706223,The Sun Temple,Gerry Anderson,director
tt57928757,nm8706223,XL5 to H20,Gerry Anderson,director
tt85044471,nm8706223,1875,Gerry Anderson,director
tt60011135,nm8706223,Dangerous Cargo,Gerry Anderson,director
tt81267599,nm8706223,Drama at Space City,Gerry Anderson,director
tt79662466,nm8706223,Faster Than Light,Gerry Anderson,director
tt34921413,nm8706223,Flight to Danger,Gerry Anderson,director
tt82986661,nm8706223,Mystery of the TA2,Gerry Anderson,director
tt71254725,nm8706223,Prisoner on the Lost Planet,Gerry Anderson,director
tt11488162,nm8706223,Robert to the Rescue,Gerry Anderson,director
tt65094902,nm8706223,Sabotage,Gerry Anderson,director
tt90810121,nm8706223,Space Vacation,Gerry Anderson,director
tt69681074,nm8706223,The Forbidden Planet,Gerry Anderson,director
tt49533917,nm8706223,The Granatoid Tanks,Gerry Anderson,director
tt36917898,nm8706223,The Last of the Zanadus,Gerry Anderson,director
tt29178810,nm8706223,The Robot Freighter Mystery,Gerry Anderson,director
tt53731047,nm8706223,The Triads,Gerry Anderson,director
tt37970279,nm8706223,Wings of Danger,Gerry Anderson,director
tt29722742,nm8706223,Whistle for Danger,Gerry Anderson,director
tt75031176,nm8706223,Gold,Gerry Anderson,director
tt10726210,nm8706223,Happy Madeday,Gerry Anderson,director
tt38030101,nm8706223,Space Samurai,Gerry Anderson,director
tt98896901,nm8706223,The Gun,Gerry Anderson,director
tt59647268,nm8706223,The Sporilla,Gerry Anderson,director
tt32745049,nm8706223,Thunder Path,Gerry Anderson,director
tt93665943,nm8706223,ThunderRoar,Gerry Anderson,director
tt38321671,nm8706223,A Day in the Life of a Space General,Gerry Anderson,director
tt57583885,nm8706223,Convict in Space,Gerry Anderson,director
tt82935451,nm8706223,Ghosts of Space,Gerry Anderson,director
tt41054898,nm8706223,Invasion Earth,Gerry Anderson,director
tt33448281,nm8706223,Space City Special,Gerry Anderson,director
tt73939350,nm8706223,Space Pen,Gerry Anderson,director
tt33153537,nm8706223,The Day the Earth Froze,Gerry Anderson,director
tt90631113,nm8706223,The Fire Fighters,Gerry Anderson,director
tt39102261,nm8706223,Trial by Robot,Gerry Anderson,director
tt23656822,nm8706223,A Christmas Miracle,Gerry Anderson,director
tt33517203,nm8706223,Close Call,Gerry Anderson,director
tt82530638,nm8706223,Mind Monster,Gerry Anderson,director
tt69057221,nm8706223,Operation SAS,Gerry Anderson,director
tt14726376,nm8706223,Ten Top Pop,Gerry Anderson,director
tt51275060,nm8706223,The Midas Touch,Gerry Anderson,director
tt99791192,nm8706223,Unseen Menace,Gerry Anderson,director
tt88069698,nm8706223,Expect the Unexpected,Gerry Anderson,director
tt66345414,nm8706223,Expect the Unexpected Part 2,Gerry Anderson,director
tt80210660,nm8706223,From Here to Infinity,Gerry Anderson,director
tt20108635,nm8706223,Gunfight at Oakys Corral,Gerry Anderson,director
tt39645223,nm8706223,The Ugliest Monster of All,Gerry Anderson,director
tt75139719,nm8706223,To Catch a Tiger,Gerry Anderson,director
tt77608242,nm8706223,Childs Play,Gerry Anderson,director
tt86555759,nm8706223,Cold Finger,Gerry Anderson,director
tt81911762,nm8706223,Cry UFO,Gerry Anderson,director
tt92330423,nm8706223,Doppelganger,Gerry Anderson,director
tt11378750,nm8706223,First Strike,Gerry Anderson,director
tt72803451,nm8706223,Jolly Roger One,Gerry Anderson,director
tt91407977,nm8706223,Mas Monsters,Gerry Anderson,director
tt29351981,nm8706223,Midnight Blue,Gerry Anderson,director
tt88127725,nm8706223,My Kingdom for a ZEAF,Gerry Anderson,director
tt25010194,nm8706223,Operation Zero,Gerry Anderson,director
tt58702483,nm8706223,Play It Again Sram,Gerry Anderson,director
tt51486302,nm8706223,Runaway,Gerry Anderson,director
tt44135704,nm8706223,Space Cyclops,Gerry Anderson,director
tt75778428,nm8706223,Space Giant,Gerry Anderson,director
tt80385104,nm8706223,Terratomb,Gerry Anderson,director
tt92350966,nm8706223,The Ultimate Menace,Gerry Anderson,director
tt99564792,nm8706223,Timewarp,Gerry Anderson,director
tt17095431,nm8706223,Two for the Price of One,Gerry Anderson,director
tt41737514,nm8706223,Zero Finest Hour,Gerry Anderson,director
tt61030733,nm8706223,Attack on Cloudbase,Gerry Anderson,director
tt42466582,nm8706223,Codename Europa,Gerry Anderson,director
tt77041431,nm8706223,Crater 101,Gerry Anderson,director
tt93219017,nm8706223,Dangerous Rendezvous,Gerry Anderson,director
tt25154370,nm8706223,Expo 2068,Gerry Anderson,director
tt79870107,nm8706223,Fire at Rig 15,Gerry Anderson,director
tt39675150,nm8706223,Flight 104,Gerry Anderson,director
tt11223513,nm8706223,Flight to Atlantica,Gerry Anderson,director
tt90473710,nm8706223,Inferno,Gerry Anderson,director
tt84109700,nm8706223,Lunarville 7,Gerry Anderson,director
tt29866801,nm8706223,Model Spy,Gerry Anderson,director
tt19857478,nm8706223,Noose of Ice,Gerry Anderson,director
tt54614789,nm8706223,Operation Time,Gerry Anderson,director
tt91162067,nm8706223,Place of Angels,Gerry Anderson,director
tt56633902,nm8706223,Point 783,Gerry Anderson,director
tt31897446,nm8706223,Seek and Destroy,Gerry Anderson,director
tt78583276,nm8706223,Special Assignment,Gerry Anderson,director
tt98475912,nm8706223,Spectrum Strikes Back,Gerry Anderson,director
tt94425038,nm8706223,The Heart of New York,Gerry Anderson,director
tt35741784,nm8706223,The Inquisition,Gerry Anderson,director
tt50565059,nm8706223,The Launching,Gerry Anderson,director
tt14111844,nm8706223,Traitor,Gerry Anderson,director
tt49882666,nm8706223,Treble Cross,Gerry Anderson,director
tt79176215,nm8706223,Emergency Marineville,Gerry Anderson,director
tt66811791,nm8706223,Loch Ness Monster,Gerry Anderson,director
tt25911690,nm8706223,Stingray,Gerry Anderson,director
tt39264072,nm8706223,Subterranean Sea,Gerry Anderson,director
tt91486141,nm8706223,The Ghost Ship,Gerry Anderson,director
tt55945425,nm8706223,30 Minutes After Noon,Gerry Anderson,director
tt75873059,nm8706223,Attack of the Alligators,Gerry Anderson,director
tt43853951,nm8706223,Brink of Disaster,Gerry Anderson,director
tt28336069,nm8706223,City of Fire,Gerry Anderson,director
tt24382875,nm8706223,Cry Wolf,Gerry Anderson,director
tt69591338,nm8706223,Danger at Ocean Deep,Gerry Anderson,director
tt51591292,nm8706223,Desperate Intruder,Gerry Anderson,director
tt94531684,nm8706223,End of the Road,Gerry Anderson,director
tt40903342,nm8706223,Give or Take a Million,Gerry Anderson,director
tt42777654,nm8706223,Martian Invasion,Gerry Anderson,director
tt73252532,nm8706223,Move  And Youre Dead,Gerry Anderson,director
tt29946314,nm8706223,Operation CrashDive,Gerry Anderson,director
tt35950751,nm8706223,Path of Destruction,Gerry Anderson,director
tt26381005,nm8706223,Ricochet,Gerry Anderson,director
tt22073668,nm8706223,Security Hazard,Gerry Anderson,director
tt17747366,nm8706223,Sun Probe,Gerry Anderson,director
tt41300278,nm8706223,The ChamCham,Gerry Anderson,director
tt51520696,nm8706223,The Duchess Assignment,Gerry Anderson,director
tt53265898,nm8706223,The Impostors,Gerry Anderson,director
tt91732156,nm8706223,The Man from MI5,Gerry Anderson,director
tt87009146,nm8706223,The Mighty Atom,Gerry Anderson,director
tt60074186,nm8706223,The Uninvited,Gerry Anderson,director
tt49199081,nm8706223,Vault of Death,Gerry Anderson,director
tt10364418,nm8706223,A Christmas to Remember,Gerry Anderson,director
tt94078492,nm8706223,An Echo of Danger,Gerry Anderson,director
tt72357281,nm8706223,Aquanaut of the Year,Gerry Anderson,director
tt90015906,nm8706223,Count Down,Gerry Anderson,director
tt61186055,nm8706223,Deep Heat,Gerry Anderson,director
tt65847220,nm8706223,Hostages of the Deep,Gerry Anderson,director
tt82265449,nm8706223,In Search of the Tajmanon,Gerry Anderson,director
tt35850289,nm8706223,Marineville Traitor,Gerry Anderson,director
tt21877210,nm8706223,Plant of Doom,Gerry Anderson,director
tt93165877,nm8706223,Raptures of the Deep,Gerry Anderson,director
tt80089107,nm8706223,Rescue from the Skies,Gerry Anderson,director
tt84479437,nm8706223,Sea of Oil,Gerry Anderson,director
tt25443545,nm8706223,Set Sail for Adventure,Gerry Anderson,director
tt76955793,nm8706223,Star of the East,Gerry Anderson,director
tt80361725,nm8706223,The Cool Cave Man,Gerry Anderson,director
tt68954028,nm8706223,The Ghost of the Sea,Gerry Anderson,director
tt43451495,nm8706223,The Golden Sea,Gerry Anderson,director
tt33859999,nm8706223,The Lighthouse Dwellers,Gerry Anderson,director
tt70392956,nm8706223,The Man from the Navy,Gerry Anderson,director
tt25965774,nm8706223,The Master Plan,Gerry Anderson,director
tt51323280,nm8706223,Titan Goes Pop,Gerry Anderson,director
tt58417312,nm8706223,Tune of Danger,Gerry Anderson,director
tt79752782,nm8706223,Eastern Eclipse,Gerry Anderson,director
tt45075776,nm8706223,Invisible Enemy,Gerry Anderson,director
tt32747175,nm8706223,Pink Ice,Gerry Anderson,director
tt70115379,nm8706223,Secret of the Giant Oyster,Gerry Anderson,director
tt57447010,nm8706223,The Big Gun,Gerry Anderson,director
tt86875004,nm8706223,The Disappearing Ships,Gerry Anderson,director
tt32478489,nm8706223,The Invaders,Gerry Anderson,director
tt75614333,nm8706223,Tom Thumb Tempest,Gerry Anderson,director
tt59610600,nm8706223,A Nut for Marineville,Gerry Anderson,director
tt22559822,nm8706223,Stand by for Action,Gerry Anderson,director
tt27293174,nm8706223,Trapped in the Depths,Gerry Anderson,director
tt39796622,nm8706223,Treasure Down Below,Gerry Anderson,director
tt50336586,nm8706223,A Little Art,Gerry Anderson,director
tt30232824,nm8706223,Amazonian Adventure,Gerry Anderson,director
tt75962860,nm8706223,False Alarm,Gerry Anderson,director
tt44897965,nm8706223,IceFall,Gerry Anderson,director
tt95945422,nm8706223,Island Incident,Gerry Anderson,director
tt46079181,nm8706223,The Talisman of Sargon,Gerry Anderson,director
tt21493455,nm8706223,What Goes Up,Gerry Anderson,director
tt46293378,nm8706223,Deep Seven,Gerry Anderson,director
tt31612933,nm8706223,Dragon of Ho Meng,Gerry Anderson,director
tt67799319,nm8706223,Flight of Fancy,Gerry Anderson,director
tt89209566,nm8706223,The Lost City,Gerry Anderson,director
tt57832320,nm8706223,The Runaway Train,Gerry Anderson,director
tt95134503,nm8706223,Calling Charlie Queen,Gerry Anderson,director
tt41917409,nm8706223,Deep Water,Gerry Anderson,director
tt97483224,nm8706223,Endgame,Gerry Anderson,director
tt58260446,nm8706223,SOS Part One,Gerry Anderson,director
tt89820040,nm8706223,SOS Part Two,Gerry Anderson,director
tt44544319,nm8706223,Signals Part One,Gerry Anderson,director
tt81974082,nm8706223,Signals Part Two,Gerry Anderson,director
tt87982630,nm8706223,Chain Reaction,Gerry Anderson,director
tt19177800,nm8706223,Avalanche,Gerry Anderson,director
tt84747753,nm8706223,Upside Down,Gerry Anderson,director
tt93053612,nm8706223,Icarus,Gerry Anderson,director
tt19070429,nm8706223,Break Out,Gerry Anderson,director
tt12348126,nm8706223,Buried Treasure,Gerry Anderson,director
tt26270464,nm8706223,Venom,Gerry Anderson,director
tt51867122,nm8706223,Firebreak,Gerry Anderson,director
tt22706261,nm8706223,The Long Reach Part One,Gerry Anderson,director
tt69946484,nm8706223,The Long Reach Part Two,Gerry Anderson,director
tt54753569,nm8706223,A Bad Name,Gerry Anderson,director
tt87767072,nm8706223,Horse Thieves,Gerry Anderson,director
tt86940727,nm8706223,Ring of Fire Part 1,Gerry Anderson,director
tt16608331,nm8706223,Ring of Fire Part 2,Gerry Anderson,director
tt57795660,nm8706223,Space Race,Gerry Anderson,director
tt92247030,nm8706223,Crosscut,Gerry Anderson,director
tt71351757,nm8706223,Fireflash,Gerry Anderson,director
tt62561615,nm8706223,Unplugged,Gerry Anderson,director
tt22055672,nm8706223,Runaway,Gerry Anderson,director
tt16692146,nm8706223,EOS,Gerry Anderson,director
tt22795711,nm8706223,Slingshot,Gerry Anderson,director
tt22907094,nm8706223,Skyhook,Gerry Anderson,director
tt22377903,nm8706223,Under Pressure,Gerry Anderson,director
tt20356615,nm8706223,Tunnels of Time,Gerry Anderson,director
tt56965926,nm8706223,Falling Skies,Gerry Anderson,director
tt37233874,nm8706223,Heavy Metal,Gerry Anderson,director
tt49644141,nm8706223,Relic,Gerry Anderson,director
tt33911551,nm8706223,Heist Society,Gerry Anderson,director
tt55313075,nm8706223,Breakdown,Gerry Anderson,director
tt18559973,nm8706223,Recharge,Gerry Anderson,director
tt54430094,nm8706223,The Hexpert,Gerry Anderson,director
tt39333301,nm8706223,Extraction,Gerry Anderson,director
tt35452715,nm8706223,Designated Driver,Gerry Anderson,director
tt36287183,nm8706223,Comet Chasers,Gerry Anderson,director
tt46241486,nm8706223,Chain of Command,Gerry Anderson,director
tt61045947,nm8706223,Undercover,Gerry Anderson,director
tt58026906,nm8706223,Touch and Go,Gerry Anderson,director
tt28777835,nm8706223,Legacy,Gerry Anderson,director
tt69306670,nm8706223,Ghost Ship,Gerry Anderson,director
tt87506088,nm8706223,Earthbreaker,Gerry Anderson,director
tt22113636,nm8706223,Deep Search,Gerry Anderson,director
tt93405932,nm8706223,City Under the Sea,Gerry Anderson,director
tt52447576,nm8706223,Colony,Gerry Anderson,director
tt64883717,nm8706223,Up from the Depths Part One,Gerry Anderson,director
tt59570134,nm8706223,Up from the Depths Part Two,Gerry Anderson,director
tt99904330,nm8706223,Lost Kingdom,Gerry Anderson,director
tt80660359,nm8706223,Impact,Gerry Anderson,director
tt73008442,nm8706223,High Strung,Gerry Anderson,director
tt93025465,nm8706223,Weather or Not,Gerry Anderson,director
tt81120796,nm8706223,Fight or Flight,Gerry Anderson,director
tt46420763,nm8706223,Escape Proof,Gerry Anderson,director
tt26447139,nm8706223,Life Signs,Gerry Anderson,director
